Sample A,Sample B,Spearman Rho,p-value,Significant?
Arsine_7,Diborane_3,0.48825101342410615,8.307130011661553e-08,✅
Phosgene_3,HCl_3,0.48809138199345503,8.40026763031195e-08,✅
HCl_5,HCN_6,0.4880021530641397,8.45276194526961e-08,✅
Arsine_5,F2_1,0.4878354336029765,8.551684795115193e-08,✅
Phosgene_6,HF_1,0.4876103918374346,8.686966429554475e-08,✅
HCN_1,HNO3_3,0.4875828544418444,8.703659811730136e-08,✅
SO2_2,HF_3,0.4875126826177876,8.7463370157853e-08,✅
Phosgene_5,F2_4,0.4874103289605304,8.808944829872128e-08,✅
F2_4,HF_3,0.4873971995907761,8.817006697117933e-08,✅
Phosgene_3,HCl_7,0.4873244669923722,8.861794601485492e-08,✅
HCl_1,F2_3,0.48731622156678256,8.86688571921813e-08,✅
Diborane_5,NO2_5,0.4873114581536065,8.869828148718199e-08,✅
HCN_1,HF_6,0.48730058926334113,8.876545508880058e-08,✅
Cl2_5,SO2_6,0.48716855575832374,8.958535537765932e-08,✅
HCl_1,F2_6,0.48705899725527374,9.027117155326065e-08,✅
Phosgene_3,HCl_4,0.4869243374265899,9.112098143780465e-08,✅
F2_2,HF_2,0.4869149351701011,9.118060132475396e-08,✅
F2_4,HF_4,0.4865266537474278,9.367546724882537e-08,✅
F2_1,HF_5,0.48628732432074695,9.524555900583663e-08,✅
F2_2,HNO3_6,0.48603846923318755,9.690475401570218e-08,✅
SO2_7,HNO3_7,0.4857144898610509,9.910617644112822e-08,✅
Arsine_5,MH-6,0.4856120762393554,9.981193964542183e-08,✅
HCN_3,HF_6,0.4855869652844009,9.998571732519462e-08,✅
SO2_5,HF_1,0.48552749099163717,1.0039845490480406e-07,✅
Cl2_3,HCN_4,0.48538343186233723,1.0140493843930923e-07,✅
Diborane_1,HCN_6,0.48535954500102885,1.0157275393356355e-07,✅
HCl_6,F2_7,0.4852618943497087,1.0226155116197601e-07,✅
Phosgene_6,HCl_3,0.4852286909219088,1.0249677120741012e-07,✅
F2_1,HF_1,0.48522031976930263,1.0255615562159895e-07,✅
F2_7,HF_6,0.48519636168273994,1.0272629417252155e-07,✅
H2S_1,HCN_1,0.4851213017830702,1.0326107759327149e-07,✅
SO2_1,HF_6,0.4850450862646345,1.038068112975379e-07,✅
Phosgene_7,Cl2_5,0.4850202564159069,1.0398519635726392e-07,✅
Phosgene_3,HNO3_7,0.48492484454499996,1.046733882242393e-07,✅
HCl_3,F2_6,0.48481903836443835,1.0544163255310018e-07,✅
Cl2_2,SO2_5,0.48478915843234327,1.0565955871765505e-07,✅
Phosphine_2,HCN_4,0.48453308690433095,1.0754488951487309e-07,✅
HCl_1,F2_2,0.4843819590503108,1.086725824150774e-07,✅
HCl_6,F2_2,0.48432364457400895,1.0911072443365429e-07,✅
Phosphine_1,SO2_5,0.4840936967958472,1.1085489904151536e-07,✅
Cl2_2,SO2_1,0.48391022789435306,1.1226556764698546e-07,✅
Cl2_7,HNO3_1,0.48373989553886404,1.1359054389568196e-07,✅
F2_7,HF_5,0.48361850506167414,1.1454389999973828e-07,✅
Phosgene_3,HCN_7,0.4834338030933469,1.1600913374742103e-07,✅
H2S_2,NO2_7,0.48333500059715134,1.1680025116567954e-07,✅
Diborane_1,HCN_4,0.4831504562216136,1.1829170882644948e-07,✅
Diborane_5,H2S_1,0.4830910740795901,1.1877547565080582e-07,✅
F2_5,HCN_7,0.4830183106965608,1.1937082759365455e-07,✅
Phosgene_6,SO2_5,0.48271230039458773,1.2190590611237653e-07,✅
Cl2_1,HCN_4,0.4826384671277071,1.2252520561615783e-07,✅
HCHO_1,TA_7,0.48244078453925554,1.2419813364004093e-07,✅
Cl2_6,HCN_4,0.4823586572913684,1.2489953639337724e-07,✅
H2S_7,F2_4,0.4823515962159536,1.2496001708923408e-07,✅
H2S_2,NO2_5,0.4820833561925315,1.2727838362056955e-07,✅
Cl2_6,SO2_6,0.4820812304862589,1.272969185964977e-07,✅
HCN_3,HF_3,0.48206676941089516,1.2742307945275897e-07,✅
HCl_3,F2_1,0.4814715135997193,1.327208934954039e-07,✅
F2_4,HCN_5,0.48145837005685954,1.3284020857663356e-07,✅
Cl2_4,HCN_6,0.4814429331206628,1.329804733232015e-07,✅
Diborane_6,SO2_1,0.4814307592397481,1.3309118852194472e-07,✅
F2_7,HCN_5,0.4813343431944135,1.3397115248694812e-07,✅
H2S_4,HCN_1,0.48128405930198115,1.344322784273334e-07,✅
Phosgene_3,HCl_6,0.4812463083502505,1.3477946570935384e-07,✅
SO2_3,HF_6,0.4812403987009469,1.348338927918195e-07,✅
Arsine_7,Phosphine_4,0.4812070546498828,1.3514137993379186e-07,✅
Phosgene_3,HF_3,0.4810569161968448,1.3653420522803604e-07,✅
Arsine_5,Diborane_5,0.48104642411424536,1.3663204952940207e-07,✅
HCl_2,F2_7,0.4805317912684964,1.4151418440944076e-07,✅
Diborane_6,HCN_6,0.4804139425781432,1.4265534350312526e-07,✅
H2S_5,SO2_4,0.48023664580296666,1.4438869348598728e-07,✅
SO2_5,HNO3_3,0.4801114644115268,1.4562460698126814e-07,✅
F2_2,HCN_5,0.48007697694570844,1.4596686884642544e-07,✅
Cl2_7,HCN_4,0.48000076215336906,1.4672596439736535e-07,✅
H2S_7,F2_7,0.47993636036703463,1.4737033483812957e-07,✅
F2_3,HNO3_7,0.47974239461679835,1.493273904329705e-07,✅
H2S_4,SO2_4,0.47968256167634227,1.4993606919368e-07,✅
Phosgene_3,H2S_3,0.4796553169815446,1.502140115846325e-07,✅
Diborane_1,NO2_2,0.47958272303035504,1.5095699340363057e-07,✅
Phosgene_6,HCl_7,0.4794745015099983,1.5207112132942247e-07,✅
HCN_5,HNO3_2,0.4793695101270888,1.5315948226013158e-07,✅
Phosphine_2,Phosphine_5,0.479236978371124,1.5454393514682163e-07,✅
Phosgene_5,HF_6,0.4791898386883719,1.5503923505823205e-07,✅
Cl2_2,HCN_6,0.47915173138296313,1.5544073665474682e-07,✅
Arsine_5,F2_3,0.4788076252536511,1.5911141930014116e-07,✅
F2_6,HNO3_6,0.4787885716463269,1.5931706492066594e-07,✅
F2_5,HCN_1,0.47869538088495983,1.6032652752219092e-07,✅
SO2_4,HNO3_1,0.4785524768150396,1.618863447173945e-07,✅
H2S_1,SO2_5,0.47854543376493225,1.619635933044788e-07,✅
Phosgene_2,HF_5,0.47841454178780585,1.6340563318688055e-07,✅
Cl2_5,HCN_1,0.4781893141673271,1.6591565504203516e-07,✅
F2_6,HF_1,0.47812169538997973,1.666763673026037e-07,✅
HCN_3,HF_2,0.4776594325998447,1.7196655937197275e-07,✅
Diborane_1,NO2_6,0.47746889469512604,1.7419333653293418e-07,✅
Phosgene_3,H2S_6,0.47745428216748137,1.7436523971084694e-07,✅
Phosgene_6,HCl_1,0.47741308557369005,1.7485075107910677e-07,✅
Phosgene_6,H2S_3,0.4773690779006735,1.7537081453511378e-07,✅
H2S_2,HNO3_6,0.4773473189297066,1.7562849675545126e-07,✅
SO2_2,HF_6,0.47732848099155445,1.758518777638892e-07,✅
HCHO_3,HCHO_7,0.4772783568066647,1.7644757155461901e-07,✅
Diborane_1,HNO3_6,0.4767627689974392,1.8268765264633054e-07,✅
Arsine_5,F2_4,0.47663551401869153,1.842598428143944e-07,✅
Phosgene_1,SO2_1,0.47649579266735176,1.8600089495855387e-07,✅
Cl2_4,SO2_1,0.4764792325453434,1.8620828462475532e-07,✅
Cl2_3,HCN_3,0.47645428045528615,1.865211866842053e-07,✅
HCN_4,HF_4,0.4763328125297716,1.8805157655341087e-07,✅
H2S_3,H2S_4,0.476324307396483,1.8815918074760708e-07,✅
H2S_3,SO2_7,0.47623175910601956,1.8933387005236477e-07,✅
Phosgene_6,SO2_1,0.4756884984248719,1.9637145258225876e-07,✅
Phosgene_6,HCl_4,0.47552087799022547,1.985926985427037e-07,✅
H2S_6,SO2_4,0.47537524239007084,2.005420213700796e-07,✅
Cl2_7,HCN_6,0.47482655221907283,2.0805115666916206e-07,✅
H2S_5,HCN_1,0.474702462503561,2.0978614363480975e-07,✅
H2S_5,Cl2_4,0.4746253584459878,2.1087112279656567e-07,✅
Cl2_6,HCN_6,0.4745883815602682,2.113933416779077e-07,✅
Phosgene_6,F2_1,0.47457885473391603,2.1152808700921681e-07,✅
Diborane_1,HF_7,0.47454651983085105,2.1198603501784214e-07,✅
Phosgene_6,HF_7,0.4745169303626269,2.1240592767252068e-07,✅
Cl2_4,HCN_4,0.47442755546355236,2.1367902733923967e-07,✅
SO2_7,HF_2,0.474364501140992,2.1458157258282025e-07,✅
Phosgene_2,HNO3_7,0.47435247043827156,2.1475418928308213e-07,✅
H2S_5,Cl2_6,0.4743395543361247,2.1493965691179488e-07,✅
H2S_5,Cl2_3,0.4743109739251384,2.1535059720348251e-07,✅
Phosgene_3,HF_7,0.47428565985829496,2.1571519751192021e-07,✅
Diborane_1,NO2_7,0.47420480393717596,2.1688371309624583e-07,✅
HCl_4,F2_1,0.4741930182666527,2.170545401033435e-07,✅
Phosgene_7,Cl2_6,0.47404058904501784,2.1927549885063968e-07,✅
H2S_4,SO2_3,0.4739281521037056,2.2092760531798673e-07,✅
Diborane_1,NO2_5,0.4738772554976308,2.2167935243492706e-07,✅
Phosgene_4,NO2_4,0.47383551304617655,2.2229770952563606e-07,✅
F2_1,HF_4,0.47375942267291665,2.234291124758421e-07,✅
Arsine_6,F2_1,0.47358618206337083,2.2602555261855368e-07,✅
Cl2_6,HCN_1,0.4734639632787261,2.2787456292905024e-07,✅
F2_5,HNO3_2,0.4733950198291445,2.2892393224390807e-07,✅
Phosgene_6,HCN_4,0.4733843654934073,2.2908650891000668e-07,✅
HCN_4,HF_1,0.47323193590872853,2.3142453541654095e-07,✅
Cl2_4,HCN_1,0.47319244614097383,2.3203394103355873e-07,✅
F2_7,HF_7,0.4731257576997041,2.330665469582757e-07,✅
Phosgene_3,HCN_3,0.47296717953603584,2.3553957879607514e-07,✅
Arsine_2,Diborane_7,0.47294873696329087,2.3582880793093095e-07,✅
H2S_3,F2_1,0.47274970407429723,2.389717740496606e-07,✅
Cl2_1,SO2_5,0.47263637749902676,2.4077911351510506e-07,✅
H2S_1,SO2_3,0.47263287009053584,2.4083525699572765e-07,✅
Phosgene_2,HCN_7,0.47252556191082024,2.4255898797756655e-07,✅
H2S_2,H2S_6,0.47252391296063423,2.425855670901695e-07,✅
H2S_3,HF_3,0.4720399555110597,2.505073893829367e-07,✅
F2_5,HNO3_5,0.471845779367703,2.5375455349312263e-07,✅
Diborane_2,Diborane_3,0.47166840928332465,2.56755660126746e-07,✅
HCN_4,HF_3,0.4715753873282164,2.583430714842848e-07,✅
H2S_7,SO2_1,0.4714013857235202,2.6133751056068674e-07,✅
F2_2,HF_1,0.4712719235569274,2.635868653639129e-07,✅
HCl_1,F2_1,0.4711026851424025,2.6655512158572504e-07,✅
SO2_7,HNO3_4,0.47078241443257174,2.722596175681909e-07,✅
HCl_2,F2_2,0.470681261729877,2.7408531428878824e-07,✅
H2S_2,HCN_5,0.4705616157980424,2.762598383907838e-07,✅
F2_7,HF_1,0.47047615420461,2.7782311713352e-07,✅
Phosphine_6,Phosphine_7,0.47040722516231365,2.7909011019667456e-07,✅
Cl2_5,HCN_6,0.4703632340730758,2.7990158870069594e-07,✅
HCN_4,HF_7,0.4703297488491779,2.805207763031991e-07,✅
HCN_4,HF_5,0.47032624695078995,2.805856064456036e-07,✅
Phosgene_1,Cl2_4,0.47032148352626874,2.8067381393271975e-07,✅
F2_3,HF_2,0.4703001895833928,2.8106845079282115e-07,✅
H2S_6,HCN_5,0.4702805697350563,2.8143252939596245e-07,✅
SO2_2,HNO3_4,0.4696963562284231,2.924815634319171e-07,✅
H2S_5,Cl2_5,0.46967142054169403,2.9296223159572896e-07,✅
Phosgene_7,H2S_3,0.4693105197611598,3.0000380675619367e-07,✅
SO2_3,HF_2,0.4690687028771903,3.048117234832347e-07,✅
F2_7,SO2_1,0.46894314520007535,3.073369518409962e-07,✅
Cl2_3,HCN_6,0.4688961028148399,3.082881897059756e-07,✅
Diborane_1,NO2_1,0.4688459385874625,3.0930564041681567e-07,✅
F2_2,HF_6,0.4687532004195571,3.111950124011174e-07,✅
F2_4,HCN_4,0.4686018872741116,3.143013415961628e-07,✅
HCN_2,HF_4,0.46856348038696527,3.150944844021833e-07,✅
H2S_1,SO2_7,0.46843040398603364,3.1785741060357587e-07,✅
F2_2,HCN_4,0.46833037207640255,3.1994942933686463e-07,✅
Phosgene_3,HF_6,0.4683003741816239,3.205793399458111e-07,✅
Phosphine_2,H2S_3,0.46820175961432997,3.2265842363403243e-07,✅
H2S_6,NO2_5,0.46817875443048657,3.231452825093815e-07,✅
HCl_6,F2_6,0.46814713195575747,3.238156500592185e-07,✅
F2_2,HNO3_7,0.46814348353301755,3.238930783702376e-07,✅
Phosphine_4,Phosphine_5,0.4680534848345709,3.2580865374704993e-07,✅
H2S_6,NO2_7,0.46799186404119303,3.271264319073041e-07,✅
SO2_2,HF_2,0.4678767323951565,3.296021557048762e-07,✅
Phosgene_4,NO2_6,0.46780847042340945,3.310784287393026e-07,✅
HCN_7,HNO3_2,0.467619199597385,3.352046853466049e-07,✅
H2S_2,HCN_3,0.46755331565011793,3.366524536727922e-07,✅
Phosgene_3,F2_2,0.46744183833076075,3.39115673025853e-07,✅
TA_7,SO2_7,-0.46744072499626466,3.391403596903295e-07,✅
F2_6,HCN_5,0.46737768717216044,3.405409293835038e-07,✅
Cl2_2,SO2_6,0.4671765106582712,3.4504755007133885e-07,✅
Cl2_4,SO2_6,0.46700979119710795,3.4882522363313925e-07,✅
F2_1,HF_7,0.46699423149290487,3.491797892458069e-07,✅
Diborane_1,Cl2_2,0.46673573649864203,3.551206234969784e-07,✅
Phosgene_2,HF_2,0.4667203345882333,3.554776145303126e-07,✅
HCN_4,HF_2,0.4665917221261607,3.5847199727597117e-07,✅
Phosgene_6,F2_4,0.46634656606361996,3.642463564996035e-07,✅
Phosphine_1,Phosphine_2,0.4662916263813244,3.6555247644488147e-07,✅
Diborane_5,Phosgene_3,0.4660175676144642,3.721346843586919e-07,✅
Diborane_5,Diborane_7,0.4659940743281221,3.727041504306895e-07,✅
F2_6,HF_7,0.46553313311251987,3.840462456283929e-07,✅
Arsine_3,MH-3,0.4654068577390892,3.8721025263366143e-07,✅
Phosgene_1,HCN_1,0.4653254291419952,3.892636919835787e-07,✅
Phosgene_1,Cl2_6,0.4651960387414458,3.9254793445879256e-07,✅
Phosgene_7,F2_5,0.4650197920288854,3.970639210815202e-07,✅
Phosgene_5,SO2_4,0.464869911495994,4.009431572321179e-07,✅
Diborane_5,Phosphine_2,0.4648006745061854,4.027473076307442e-07,✅
Phosgene_5,HF_7,0.46479480407022583,4.029006316870262e-07,✅
Diborane_1,H2S_7,0.4647255665630162,4.0471317024542117e-07,✅
Diborane_1,F2_5,0.4646885658265855,4.056849729902342e-07,✅
SO2_4,HNO3_4,0.4646412682081035,4.069304489638708e-07,✅
HCl_2,F2_6,0.4644888393495098,4.1096910808004485e-07,✅
Phosphine_6,F2_3,0.4641469798782774,4.2016584939205117e-07,✅
Diborane_5,NO2_6,0.46410410915969263,4.213328766760023e-07,✅
H2S_3,HF_2,0.4640506063810531,4.2279365401621307e-07,✅
Diborane_1,Cl2_7,0.46403486836238644,4.232242622947118e-07,✅
H2S_6,HCN_7,0.4640129186345255,4.2382552573685733e-07,✅
Phosgene_6,HCl_2,0.4639458115407699,4.256688154074266e-07,✅
Diborane_5,NO2_7,0.4638791239151352,4.2750813303925976e-07,✅
H2S_3,HCN_2,0.4638454356859317,4.2844016182897277e-07,✅
SO2_5,HF_4,0.46355596944849164,4.365286348643329e-07,✅
Cl2_6,HNO3_1,0.4634189329347913,4.40408247639601e-07,✅
Phosgene_4,HCN_5,0.463277132205576,4.4445723938428804e-07,✅
F2_1,HF_3,0.4632335078334516,4.4570999621362385e-07,✅
SO2_7,HF_6,0.463169201602416,4.4756279538925075e-07,✅
Diborane_5,H2S_6,0.4630378553425912,4.5136993794056315e-07,✅
Diborane_5,NO2_2,0.463031238389208,4.515625462375677e-07,✅
Diborane_5,NO2_4,0.46288833633427645,4.557412987475483e-07,✅
H2S_7,F2_5,0.46284656808120467,4.569696155209161e-07,✅
Cl2_7,SO2_5,0.46277732129365373,4.5901295545003083e-07,✅
Arsine_5,Hydrazine_5,0.46254537140244073,4.659208142606598e-07,✅
F2_4,HNO3_2,0.46252375758504666,4.665695196794128e-07,✅
Phosgene_7,SO2_6,0.4619807271843873,4.831523532810784e-07,✅
Phosgene_7,Cl2_7,0.4619034122723387,4.855584373866273e-07,✅
Diborane_1,SO2_1,0.4619015862482738,4.856154017395051e-07,✅
H2S_2,HNO3_1,0.461834533744903,4.877115657632073e-07,✅
Arsine_3,MH-7,0.4618213432412314,4.881249322229033e-07,✅
HCHO_1,TA_3,0.46179385376928866,4.889874728758102e-07,✅
Phosgene_6,HNO3_7,0.4613794368229688,5.021675341854891e-07,✅
Diborane_6,Phosphine_2,0.4611588514376084,5.093200019025371e-07,✅
Phosgene_3,HCN_2,0.4610727385318916,5.121383986119104e-07,✅
Phosgene_4,NO2_2,0.4609884653177926,5.149109306046618e-07,✅
SO2_7,HF_5,0.4609793101161771,5.15212988144815e-07,✅
H2S_3,HF_6,0.4607887735891335,5.215377147988496e-07,✅
F2_4,HCN_7,0.4606671192048332,5.25614469495831e-07,✅
Cl2_2,HCN_4,0.46055169983326544,5.295102654805941e-07,✅
Diborane_5,HCN_6,0.4601266591576569,5.440947537999161e-07,✅
Phosgene_4,NO2_1,0.4599786121036964,5.492637554003009e-07,✅
Phosgene_1,Cl2_3,0.45994198149455034,5.505498804377916e-07,✅
SO2_7,HNO3_6,0.459921832391085,5.512585483051259e-07,✅
HCl_6,F2_1,0.459869434846148,5.531054923287286e-07,✅
F2_6,SO2_1,0.4598690525568841,5.531189891004256e-07,✅
SO2_2,HNO3_5,0.4594322950655685,5.687449050277844e-07,✅
HCHO_1,TA_1,0.45920583808611215,5.770111040593976e-07,✅
Cl2_1,SO2_6,0.45909885534908756,5.809558015715751e-07,✅
Cl2_6,HCN_3,0.45900577331885034,5.844087804815463e-07,✅
F2_7,HF_4,0.4588602921964497,5.898446416833341e-07,✅
Diborane_1,HNO3_7,0.45885096126885305,5.901949234822338e-07,✅
Diborane_2,Cl2_4,0.45878814005517543,5.925583730527293e-07,✅
Diborane_1,HCN_5,0.45864484367649966,5.979831390827063e-07,✅
H2S_6,NO2_6,0.458580339716365,6.004404326048266e-07,✅
H2S_6,NO2_4,0.4585459032245319,6.017562236366382e-07,✅
Cl2_7,SO2_6,0.4585404425700187,6.019651223745762e-07,✅
HCl_2,F2_1,0.4583356158034468,6.098507695392919e-07,✅
SO2_4,HNO3_6,0.45806777368125223,6.20310598755963e-07,✅
H2S_2,HCN_7,0.45803472119189814,6.21613121992969e-07,✅
F2_4,HNO3_5,0.4579974134679444,6.230864556363459e-07,✅
Diborane_1,HF_3,0.45792923423342163,6.257875223650931e-07,✅
Phosgene_5,HF_3,0.4579164354439508,6.26295812293473e-07,✅
Arsine_3,Hydrazine_2,0.45774741834938143,6.330450350152426e-07,✅
F2_1,HCN_7,0.4577434597921718,6.332039338490188e-07,✅
HCN_3,HNO3_6,0.457548158472072,6.41090659325784e-07,✅
SO2_4,HF_2,0.45747711185420176,6.439827649498438e-07,✅
H2S_5,HF_4,0.45746023731899954,6.446714982499188e-07,✅
SO2_2,HNO3_6,0.45728766490470685,6.517553144145065e-07,✅
Phosgene_5,HCN_6,0.45724955759929814,6.533294918005093e-07,✅
Diborane_1,Cl2_1,0.4572337709405379,6.539826813429947e-07,✅
Phosgene_6,HCl_6,0.4572294149589871,6.541630238023969e-07,✅
Phosgene_5,F2_7,0.4572290075088885,6.54179895103224e-07,✅
Phosgene_1,Cl2_5,0.4571744318477269,6.564434503766473e-07,✅
H2S_5,Cl2_7,0.457124620118704,6.585159106713323e-07,✅
HCN_4,HF_6,0.4568944779882678,6.681721232318765e-07,✅
H2S_2,NO2_4,0.45681200018002127,6.716653127444774e-07,✅
Diborane_5,NO2_3,0.4567244943648956,6.753904136272347e-07,✅
Phosgene_3,SO2_2,0.4566965891371585,6.76582452721604e-07,✅
F2_7,HF_3,0.4566822987614879,6.77193673948653e-07,✅
F2_1,SO2_6,0.45619792981570306,6.982237591410927e-07,✅
Cl2_5,HCN_3,0.45609530707250523,7.027583053802693e-07,✅
F2_1,HCN_1,0.45594028516199947,7.096612566096162e-07,✅
Phosgene_6,F2_7,0.45556656443200716,7.265683041880571e-07,✅
Diborane_5,F2_4,0.45551459029980845,7.289496780578526e-07,✅
Phosgene_5,F2_6,0.45539074185220113,7.346541280953631e-07,✅
H2S_7,F2_2,0.4552383129936075,7.417331866190912e-07,✅
Cl2_3,HCN_1,0.45520562662952485,7.432596080434892e-07,✅
Cl2_5,HNO3_1,0.45516383959375567,7.452153661174277e-07,✅
Diborane_6,HCN_2,0.45515431261263967,7.456619407838129e-07,✅
Phosgene_6,F2_5,0.45510125825688125,7.481535005558396e-07,✅
H2S_3,SO2_3,0.45466887054957006,7.687562561941308e-07,✅
SO2_7,HNO3_5,0.4546426717095454,7.700217515003129e-07,✅
HCl_4,SO2_4,0.45439042746768027,7.82307641962565e-07,✅
Phosgene_3,SO2_6,0.4543005694830673,7.867290768068515e-07,✅
H2S_7,F2_3,0.4541427305724656,7.945529829620648e-07,✅
H2S_5,Cl2_2,0.4539140872845751,8.060176931501985e-07,✅
H2S_2,H2S_5,0.45386341231037264,8.085798280151286e-07,✅
F2_3,HF_1,0.4537997656406299,8.118087679790261e-07,✅
Phosgene_1,Cl2_2,0.4537257124943703,8.155810577046823e-07,✅
Diborane_5,HNO3_6,0.4536949708003467,8.171519313573869e-07,✅
Phosgene_3,HCl_5,0.45368976623059964,8.174181644342251e-07,✅
HCHO_1,HCHO_3,0.45367807824401113,8.180163484794887e-07,✅
Arsine_6,F2_6,0.4536449316442711,8.197150323263405e-07,✅
Arsine_5,MH-7,0.45323876370502975,8.408039460774599e-07,✅
H2S_3,HCl_3,0.4532376842245658,8.408606745815448e-07,✅
Cl2_5,SO2_2,0.45320541981279716,8.425579013725296e-07,✅
F2_2,HF_5,0.4530947821696342,8.484025746589703e-07,✅
Cl2_3,SO2_2,0.4530244101121057,8.521401317844104e-07,✅
Arsine_5,HCN_1,0.4529620376491508,8.554658787767603e-07,✅
Diborane_5,F2_1,0.4528719808904708,8.602895155000344e-07,✅
F2_6,HF_3,0.45271478825565975,8.687710107732096e-07,✅
F2_6,HF_4,0.45263488827901305,8.731124610763783e-07,✅
H2S_6,SO2_6,0.45229254446939715,8.919482758232719e-07,✅
Diborane_1,HF_2,0.45225489146474973,8.940433311397175e-07,✅
Phosgene_7,HCl_7,0.45223844693805065,8.949597874503737e-07,✅
Phosgene_3,H2S_5,0.45219880725333944,8.971725799920591e-07,✅
H2S_5,Cl2_1,0.45218604939311374,8.978858614138704e-07,✅
HCHO_1,TA_6,0.45212520185011407,9.012952078526278e-07,✅
F2_3,HF_6,0.45209554454276796,9.029613851170396e-07,✅
F2_1,HCN_6,0.45209185787846595,9.031687097620928e-07,✅
F2_3,HCN_5,0.4519013209027466,9.139455329756014e-07,✅
HCN_4,HNO3_7,0.45189763376451514,9.141552771641582e-07,✅
Cl2_1,HCN_1,0.45168650653930664,9.262418103915232e-07,✅
Arsine_1,Arsine_6,0.4515396048144828,9.347408816396289e-07,✅
HCN_3,HNO3_4,0.45144141914668,9.404626645105415e-07,✅
Diborane_1,NO2_3,0.4512164624458719,9.536976025437624e-07,✅
H2S_3,HNO3_5,0.4509761424463867,9.680315707419283e-07,✅
F2_6,HCN_4,0.4508581309326014,9.751450149451757e-07,✅
Phosgene_4,NO2_3,0.45081371783991786,9.778349494785986e-07,✅
Phosgene_6,HF_6,0.4508046595720474,9.78384438480637e-07,✅
Cl2_4,HCN_3,0.4505411276236698,9.94499554891855e-07,✅
Diborane_1,HF_6,0.4504339500460759,1.0011252860202831e-06,✅
SO2_3,HNO3_5,0.45023519464717504,1.0135233625299889e-06,✅
Arsine_5,Hydrazine_6,0.4501674343770259,1.017783343826557e-06,✅
Phosgene_5,HF_2,0.450122419427058,1.0206227472755687e-06,✅
Phosgene_3,HF_5,0.4499695139582665,1.0303237695372171e-06,✅
H2S_6,NO2_2,0.44986209759227114,1.0371909947980979e-06,✅
Phosgene_6,HF_5,0.4498175617098707,1.040050927826368e-06,✅
HCN_2,HF_1,0.44979326641143386,1.0416142358189434e-06,✅
Phosphine_2,HCN_1,0.4495773601378039,1.0556052286133033e-06,✅
Phosgene_6,HCN_1,0.4495514013222976,1.0572993465800649e-06,✅
H2S_3,F2_2,0.44936027513408977,1.069852210947696e-06,✅
Phosgene_1,Cl2_7,0.44924333001991096,1.0776025544423187e-06,✅
Arsine_5,F2_5,0.4492184429844092,1.0792587598265587e-06,✅
Cl2_7,HCN_1,0.4491607977206189,1.0831042679905402e-06,✅
Diborane_5,Cl2_5,0.4489506225766193,1.0972353899142054e-06,✅
HCl_7,HCN_3,0.4489120286772705,1.0998491807507869e-06,✅
Phosgene_2,HCN_1,0.44887712839442334,1.102217903483165e-06,✅
F2_2,HF_7,0.44873733825362405,1.1117542144357659e-06,✅
Phosgene_7,HCN_1,0.4487236282601185,1.112693695369408e-06,✅
F2_7,HNO3_5,0.4487130325958925,1.1134202818428545e-06,✅
Arsine_5,Hydrazine_1,0.4487072004471676,1.11382040726519e-06,✅
Diborane_6,HNO3_5,0.4486513522216291,1.1176588907087928e-06,✅
HCN_1,HNO3_2,0.4485817925570792,1.1224573157089536e-06,✅
Phosgene_7,Cl2_1,0.4484573649688234,1.1310894595054405e-06,✅
Diborane_2,Cl2_2,0.4483467383731846,1.1388169985753955e-06,✅
Cl2_2,HCN_3,0.44831183432859695,1.1412655043509662e-06,✅
Phosgene_2,SO2_4,0.44822872059689306,1.147116015851225e-06,✅
Arsine_3,DM_1,0.4478593801777646,1.1734602446680024e-06,✅
F2_7,HNO3_2,0.447837622843061,1.1750299061749138e-06,✅
Arsine_3,Hydrazine_1,0.4476768004775986,1.186694181410643e-06,✅
Cl2_2,SO2_2,0.4474797971751361,1.201132273459055e-06,✅
H2S_2,HF_3,0.44744808404048325,1.2034719923798484e-06,✅
H2S_3,F2_4,0.447169110291806,1.2242410508632957e-06,✅
Diborane_4,HCN_5,0.4470055851298211,1.2365726990393348e-06,✅
HCN_2,HF_5,0.4469828325565343,1.2382978052625964e-06,✅
Diborane_7,Phosphine_2,0.4464995974956935,1.2754802167832557e-06,✅
Phosgene_2,F2_1,0.4464577900051961,1.2787463573393278e-06,✅
Phosgene_2,F2_4,0.4463042970903239,1.2908058612221445e-06,✅
Phosgene_3,HNO3_5,0.4462503245220055,1.295071895976287e-06,✅
F2_6,HCN_7,0.4461672204274752,1.301666653740869e-06,✅
SO2_4,HNO3_5,0.44614604148583076,1.3033524002982854e-06,✅
Diborane_6,HNO3_7,0.44613625808422064,1.3041318128193406e-06,✅
Phosgene_5,F2_2,0.446064001067002,1.309901997913892e-06,✅
H2S_4,HF_1,0.4458999526653331,1.3230922918209913e-06,✅
F2_2,HF_4,0.44568981532708773,1.34017236057765e-06,✅
Cl2_2,HCN_1,0.4455834403442688,1.348898050620368e-06,✅
Phosgene_5,F2_3,0.44533043718502,1.3698681686203182e-06,✅
F2_3,HF_5,0.44506368668248114,1.3923121954256888e-06,✅
Diborane_1,F2_2,0.44499065176847147,1.398517766844755e-06,✅
Diborane_1,Cl2_6,0.44497636146087227,1.3997350366142142e-06,✅
Phosgene_2,H2S_1,0.44494063568177833,1.4027826068332252e-06,✅
Arsine_3,DM_3,0.444938264729577,1.4029850821320593e-06,✅
